molecule;SMILES;InChIKey;InChI
Sr;[Sr];CIOAGBVUUVVLOB-UHFFFAOYSA-N;InChI=1S/Sr
85Sr;[85Sr];CIOAGBVUUVVLOB-OIOBTWANSA-N;InChI=1S/Sr/i1-3
SrCl2;[Cl-].[Cl-].[Sr+2];AHBGXTDRMVNFER-UHFFFAOYSA-L;"InChI=1S/2ClH.Sr/h2*1H;/q;;+2/p-2"
SrCl2.6H2O;[Cl-].[Cl-].[Sr+2];AHBGXTDRMVNFER-UHFFFAOYSA-L;"InChI=1S/2ClH.Sr/h2*1H;/q;;+2/p-2"
85SrCl2;[Cl-].[Cl-].[85Sr+2];AHBGXTDRMVNFER-SIUYXFDKSA-L;"InChI=1S/2ClH.Sr/h2*1H;/q;;+2/p-2/i;;1-3"
HCl;Cl;VEXZGXHMUGYJMC-UHFFFAOYSA-N;InChI=1S/ClH/h1H
