molecule;SMILES;InChIKey;InChI
Sm;[Sm] ;KZUNJOHGWZRPMI-UHFFFAOYSA-N;InChI=1S/Sm
Sm-153;[153Sm];KZUNJOHGWZRPMI-AKLPVKDBSA-N;InChI=1S/Sm/i1+3
153Sm;[153Sm];KZUNJOHGWZRPMI-AKLPVKDBSA-N;InChI=1S/Sm/i1+3
SmCl3;Cl[Sm](Cl)Cl;BHXBZLPMVFUQBQ-UHFFFAOYSA-K;"InChI=1S/3ClH.Sm/h3*1H;/q;;;+3/p-3 "
HCl;Cl;VEXZGXHMUGYJMC-UHFFFAOYSA-N;InChI=1S/ClH/h1H
Sm+++;[Sm+3];DOSGOCSVHPUUIA-UHFFFAOYSA-N;InChI=1S/Sm/q+3
Sm3+;[Sm+3];DOSGOCSVHPUUIA-UHFFFAOYSA-N;InChI=1S/Sm/q+3
