molecule;SMILES;InChIKey;InChI
ZnCl2;Cl[Zn]Cl  ;JIAARYAFYJHUJI-UHFFFAOYSA-L;"InChI=1S/2ClH.Zn/h2*1H;/q;;+2/p-2"
65ZnCl2;Cl[65Zn]Cl;JIAARYAFYJHUJI-OUMJLSBWSA-L ;"InChI=1S/2ClH.Zn/h2*1H;/q;;+2/p-2/i;;1+0"
Zn-65;[65Zn];HCHKCACWOHOZIP-IGMARMGPSA-N;InChI=1S/Zn/i1+0
Zn2+;[Zn+2];PTFCDOFLOPIGGS-UHFFFAOYSA-N;InChI=1S/Zn/q+2
65Zn2+;[65Zn+2];PTFCDOFLOPIGGS-IGMARMGPSA-N;InChI=1S/Zn/q+2/i1+0
Zn;[Zn];HCHKCACWOHOZIP-UHFFFAOYSA-N;InChI=1S/Zn
HCl;Cl;VEXZGXHMUGYJMC-UHFFFAOYSA-N;InChI=1S/ClH/h1H
